participant_id,charity_id,cluster_id,personalization_type,counterfactual_code,content_source,post_id,post_text,rating,donation_amount,persuasiveness_1,persuasiveness_2,persuasiveness_3,familiar,age,gender,ideology,religiosity
67cedb4571e80b2c4b1847e0,"National Pediatric Cancer Foundation",YMLN,generic,OFRR,Human,295,"Children shouldn’t suffer from cancer, and we, as a National Pediatric Cancer Foundation, aim to take some steps toward this goal. Donate money and become a helping hand.",Like,0.01,6,7,7,1,33,Male,1,2
67cedb4571e80b2c4b1847e0,"The Leukemia & Lymphoma Society",YMLN,personalized,OFRR,LLM,401,"Healthcare isn't a privilege—it's a human right. Every donation to @LLSusa helps fund groundbreaking research and treatments, giving hope to thousands fighting leukemia & lymphoma. Join the fight. Stand up. Donate now: [link] #BeatCancer #Solidarity",Like,0.01,7,6,7,1,33,Male,1,2
681c94161f7c9b814e954108,"Cancer Research Institute",YMRR,counterfactual,OFLN,LLM,337,"Every woman deserves a future free from cancer. Let's support science-based research that's saving lives, promoting fairness, hope, and dignity. Your donation today helps advance groundbreaking cancer treatments. Donate now: [link] #CancerResearch",Like,0.01,7,7,7,1,34,Male,6,5
681c94161f7c9b814e954108,"The Leukemia & Lymphoma Society",YMRR,generic,OFLN,Human,299,"Donate to LLS to help spread awareness and prevention program!",Like,0.02,7,7,7,0,34,Male,6,5
681c94161f7c9b814e954108,"Pancreatic Cancer Action Network",YMRR,personalized,OFLN,LLM,496,"Stand strong for faith, family & the brave fighters battling pancreatic cancer. Your generosity offers hope & healing, defending lives entrusted to us by God. Donate to @PanCAN today—be their hero. 🇺🇸🙏 #FightCancer #FaithInAction",Like,0.02,7,7,7,1,34,Male,6,5
681c94161f7c9b814e954108,"Dana-Farber Cancer Institute",YMRR,counterfactual,OFLN,Human,107,"About 80% of cancer diagnoses are given to people above the age of 55. Help us to fight this threat to the health of everyone by donating to the Dana-Farber Cancer Institute.",Like,0.01,7,7,7,1,34,Male,6,5
681c94161f7c9b814e954108,"The Lustgarten Foundation for Pancreatic Cancer Research",YMRR,personalized,OFLN,Human,88,"Empower us to protect your family from pancreatic cancer in the future! Keep in mind: Fertility is at high risk with the development of pancratic cancer as well. Lets pray together for a better world and give us the aid needed to try solving this issue!",Like,0.01,7,7,7,1,34,Male,6,5
681c94161f7c9b814e954108,"National Pediatric Cancer Foundation",YMRR,generic,OFLN,LLM,596,"Every child deserves a healthy future. Your generosity brings hope, funds research, and helps kids beat cancer. Together, we can change lives. Donate now to National Pediatric Cancer Foundation and be the reason a child smiles again! 🎗️ #FightCancer #DonateNow",Like,0.01,7,7,7,1,34,Male,6,5
6815f715db4b297fb0c6aa19,"The Lustgarten Foundation for Pancreatic Cancer Research",MMRR,personalized,YFLN,Human,270,"We can beat cancer and are close. You can support us and save lives today and let future generations enjoy a cancer-free society. Our foundation is blessed to have supporters like you and we will make America beat pancreatic cancer.",Neutral,0.03,4,4,3,0,40,Male,5,4
6815f715db4b297fb0c6aa19,"Cancer Research Institute",MMRR,personalized,YFLN,LLM,531,"Faith, family, and freedom fuel hope. Cancer affects each of us—but together we can fight back. Support groundbreaking research that protects our families and honors life's sacred gift. Donate now to Cancer Research Institute. #Faith #Family #FightCancer",Like,0.02,5,5,4,0,40,Male,5,4
6815f715db4b297fb0c6aa19,"The Leukemia & Lymphoma Society",MMRR,counterfactual,YFLN,Human,58,"Last year spring, my dad passed away after his battle with Leukemia. This is something I do not wish upon anyone, and that is why I donate to The Leukemia & Lymphoma Society. I strongly encourage everyone that has something to spare to donate!",Like,0.01,6,6,6,1,40,Male,5,4
6815f715db4b297fb0c6aa19,"Pancreatic Cancer Action Network",MMRR,generic,YFLN,LLM,593,"Every life touched by pancreatic cancer deserves hope and support. Your donation helps fund critical research and provide vital patient resources through @PanCAN. Together, we can create a world without pancreatic cancer. Donate now: [link] #EndPancreaticCancer",Like,0.01,5,5,5,0,40,Male,5,4
6815f715db4b297fb0c6aa19,"Dana-Farber Cancer Institute",MMRR,counterfactual,YFLN,LLM,425,"Cancer affects us all—our bodies, our rights, our communities. Support Dana-Farber Cancer Institute to fuel groundbreaking research and compassionate care for everyone. Together, let's create a future free from cancer. Donate now: [link] #EndCancer",Like,0.01,6,6,6,1,40,Male,5,4
6815f715db4b297fb0c6aa19,"National Pediatric Cancer Foundation",MMRR,generic,YFLN,Human,295,"Children shouldn’t suffer from cancer, and we, as a National Pediatric Cancer Foundation, aim to take some steps toward this goal. Donate money and become a helping hand.",Neutral,0,4,4,3,0,40,Male,5,4
67f1c7bd6f1c4a3d8deae02f,"The Leukemia & Lymphoma Society",YFRR,counterfactual,OMLN,Human,195,"We, as a society, should care for each other. Providing support services and information, as well as giving proper access to care for blood cancer patients and their families, is crucial. Donate to LLS – let’s achieve this goal together.",Like,0.02,7,7,7,-1,34,Female,6,6
67f1c7bd6f1c4a3d8deae02f,"National Pediatric Cancer Foundation",YFRR,counterfactual,OMLN,LLM,551,"Every child deserves a future. Join us in taking concrete action against pediatric cancer. Your compassion and generosity can power groundbreaking research and bring hope to young lives. Help us build a healthier tomorrow—donate now: [link] #EndChildhoodCancer",Like,0.02,7,7,7,0,34,Female,6,6
67f1c7bd6f1c4a3d8deae02f,"Dana-Farber Cancer Institute",YFRR,personalized,OMLN,LLM,447,"Faith, family, and fearless compassion—together, let's help Dana-Farber Cancer Institute offer hope to countless lives fighting cancer. Your donation can empower miracles! 🙏❤️ #FaithInAction #ProLifeValues 

Donate now: [link]",Like,0.01,7,7,7,-1,34,Female,6,6
67f1c7bd6f1c4a3d8deae02f,"The Lustgarten Foundation for Pancreatic Cancer Research",YFRR,personalized,OMLN,Human,175,"PLEASE DONATE to the Lustgarten Foundation for Pancreatic Cancer Research! We are always fighting against cancer ✊ Over the past few years, we have helped lots of people with cancer. Please join us! Every donation can help us! God be with you! 🙏",Like,0.02,7,7,7,-1,34,Female,6,6
67f1c7bd6f1c4a3d8deae02f,"Cancer Research Institute",YFRR,generic,OMLN,LLM,589,"Together, we can turn hope into cures. Your donation to @CancerResearch fuels groundbreaking research and gives families precious time and hope. Be the difference—donate now and power lifesaving discoveries! #CancerResearch #DonateToday 
➡️ [link]",Like,0.01,7,7,7,1,34,Female,6,6
67f1c7bd6f1c4a3d8deae02f,"Pancreatic Cancer Action Network",YFRR,generic,OMLN,Human,293,"Pancreatic cancer is beatable but we need your support. Help us make America a cancer-free society and save millions of lives every year. Every life matters, every donation counts.",Like,0.01,7,7,7,0,34,Female,6,6
67d86290a2be1370fc1e4083,"Pancreatic Cancer Action Network",YFRR,counterfactual,OMLN,Human,108,"By supporting the Pancreatic Cancer Action Network, you can help us to take action against Pancreatic Cancer! We support those who were ripped out of their daily lives through this devastating diagnosis.",Like,0.02,7,6,7,0,33,Female,6,6
67d86290a2be1370fc1e4083,"Cancer Research Institute",YFRR,personalized,OMLN,LLM,366,"Join the fight against cancer—help protect families, defend life, and give hope to those we cherish most. Your donation supports groundbreaking research and faith-driven healing. It's your turn to make a difference! Donate now: [link] #FaithOverFear #HopeHeals",Like,0.02,6,7,7,1,33,Female,6,6
67d86290a2be1370fc1e4083,"The Leukemia & Lymphoma Society",YFRR,generic,OMLN,LLM,600,"Every 3 minutes, someone hears, You have blood cancer."" But together we CAN fight back. Your support helps fund lifesaving treatments & brings hope to countless families. Join us—donate to The Leukemia & Lymphoma Society today. ❤️ #EndBloodCancer Donate now: [link]",Like,0.02,6,7,6,1,33,Female,6,6
67d86290a2be1370fc1e4083,"National Pediatric Cancer Foundation",YFRR,personalized,OMLN,Human,280,"Life is a unique wonder and blessing. No child should suffer from cancer. We can prevent this with your support. Make every life count. Consider donating to us.",Like,0.01,6,7,6,-1,33,Female,6,6
67d86290a2be1370fc1e4083,"The Lustgarten Foundation for Pancreatic Cancer Research",YFRR,counterfactual,OMLN,LLM,423,"Pancreatic cancer takes too many fathers, husbands, and lifelong friends. Join the fight for science-driven hope. Support @LFPancreaticCan's critical research—because progress comes when we unite behind knowledge and compassion. Act now. Donate today: [link] #EndCancer",Like,0.01,6,7,6,1,33,Female,6,6
67d86290a2be1370fc1e4083,"Dana-Farber Cancer Institute",YFRR,generic,OMLN,Human,292,"By donating today to Dana-Farber Cancer Institute, you support the fight against cancer. A small sum can make a huge differences in the lives of those diagnosed with cancer. ",Neutral,0.01,6,7,7,0,33,Female,6,6
5f17553ce0feb10c3dd2b16a,"Dana-Farber Cancer Institute",MFLR,counterfactual,OMRN,Human,40,"PLEASE DONATE to Dana-Farber Cancer Institute! We are always fighting against cancer ✊ Over the past few years, we have helped lots of people with cancer. Your donation can help us provide better support! This is a very meaningfui action! ❤",Neutral,0.01,6,6,5,1,53,Female,2,5
5f17553ce0feb10c3dd2b16a,"The Lustgarten Foundation for Pancreatic Cancer Research",MFLR,generic,OMRN,LLM,598,"Every day counts in the fight against pancreatic cancer. Your donation to The Lustgarten Foundation can fund hope, advance research, and save lives. Together, let's rewrite stories of courage into stories of survival. Donate today: [link] #EndPancreaticCancer",Like,0.01,7,6,6,0,53,Female,2,5
5f17553ce0feb10c3dd2b16a,"The Leukemia & Lymphoma Society",MFLR,personalized,OMRN,LLM,317,"Compassion & faith bind us. Together, we can help patients battling leukemia & lymphoma find hope and courage. Every dollar empowers lives and spreads love. Join me in donating to The Leukemia & Lymphoma Society. 🙏❤️ #FaithInAction #DonateNow",Neutral,0.02,6,5,5,1,53,Female,2,5
5f17553ce0feb10c3dd2b16a,"Cancer Research Institute",MFLR,counterfactual,OMRN,LLM,393,"Cancer touches families everywhere. Our nation was built by strength, courage & action—let's fight this enemy head-on. Support Cancer Research Institute & help advance life-saving cures for future generations. Donate now: [link] #BeatCancer",Like,0.02,6,6,5,1,53,Female,2,5
5f17553ce0feb10c3dd2b16a,"Pancreatic Cancer Action Network",MFLR,personalized,OMRN,Human,2,"We pledge for you to be selfless and loving to members of our community. Cancer, the biggest evil needs to be fought. Donate now, and help safe the members of our community that can not afford to be helped. ",Neutral,0.01,3,4,5,0,53,Female,2,5
5f17553ce0feb10c3dd2b16a,"National Pediatric Cancer Foundation",MFLR,generic,OMRN,Human,295,"Children shouldn’t suffer from cancer, and we, as a National Pediatric Cancer Foundation, aim to take some steps toward this goal. Donate money and become a helping hand.",Like,0.02,6,6,6,0,53,Female,2,5
5d1e5ece2e9ac30016b522c5,"National Pediatric Cancer Foundation",MFRR,personalized,OMLN,Human,248,"Children should not be taken away from their American families by such an evil disease. We want to fight for a bright future in America, we hope you'll join us on this mission.",Neutral,0,3,5,4,-1,35,Female,5,5
5d1e5ece2e9ac30016b522c5,"The Leukemia & Lymphoma Society",MFRR,generic,OMLN,Human,300,"One day, you or someone you love might need a life-saving donor, whom you have never met. Would you like to become someone's hope today?  ",Like,0,2,5,4,0,35,Female,5,5
5d1e5ece2e9ac30016b522c5,"Dana-Farber Cancer Institute",MFRR,generic,OMLN,LLM,592,"Cancer impacts us all—families, friends, neighbors. Dana-Farber Cancer Institute brings hope through groundbreaking research & compassionate care. Your support helps save lives. Join us in making a difference—donate today! 🎗️❤️ #DanaFarber #HopeForCancer

Donate now: [link]",Like,0,4,2,4,-1,35,Female,5,5
5d1e5ece2e9ac30016b522c5,"The Lustgarten Foundation for Pancreatic Cancer Research",MFRR,personalized,OMLN,LLM,493,"Every life is a precious gift from God. Let's unite to fight pancreatic cancer through faith, hope, and action. Support @LFPancreaticCAN today—together, we can protect the families we cherish. Donate now and spread God's love: [link] #FaithInAction",Neutral,0,4,2,3,1,35,Female,5,5
5d1e5ece2e9ac30016b522c5,"Cancer Research Institute",MFRR,counterfactual,OMLN,Human,237,"Let's stand together against what continues to be one of the deadliest disease: cancer. At the Cancer Research Institute we perform cutting-edge research on treatment of cancer. To continue to do so we need your help. Please donate today!",Like,0,4,2,4,1,35,Female,5,5
5d1e5ece2e9ac30016b522c5,"Pancreatic Cancer Action Network",MFRR,counterfactual,OMLN,LLM,408,"We’ve fought hard for equality and progress. Let's unite again to tackle pancreatic cancer—a disease stealing our friends, family, and allies. Your donation empowers science, compassion, and real action. Give Now: [link] #EndPancreaticCancer",Neutral,0,3,1,3,1,35,Female,5,5
67ddd5ed0c68ca2f9c5ce73b,"Pancreatic Cancer Action Network",YMLR,generic,OFRN,Human,293,"Pancreatic cancer is beatable but we need your support. Help us make America a cancer-free society and save millions of lives every year. Every life matters, every donation counts.",Neutral,0.01,5,5,5,1,27,Male,2,5
67ddd5ed0c68ca2f9c5ce73b,"The Lustgarten Foundation for Pancreatic Cancer Research",YMLR,counterfactual,OFRN,LLM,558,"Pancreatic cancer threatens our families and freedoms. Your donation to The Lustgarten Foundation helps fund critical research to protect those we cherish most. Join the fight to beat this disease. Donate now—every dollar counts. #FightPancreaticCancer #DonateToday",Like,0.02,4,4,3,0,27,Male,2,5
67ddd5ed0c68ca2f9c5ce73b,"The Leukemia & Lymphoma Society",YMLR,personalized,OFRN,Human,148,"Too many people suffer the cruelty of blood cancers. At LLS, we specialise in treating these diseases. We believe that it is our plight as a community to help these brave souls win their battle. Share a token of faith at [link] and together we can dispel this evil.",Neutral,0.01,6,6,6,1,27,Male,2,5
67ddd5ed0c68ca2f9c5ce73b,"Dana-Farber Cancer Institute",YMLR,personalized,OFRN,LLM,553,"Compassion, justice, community—actions speak louder than words. Donate now to Dana-Farber Cancer Institute and support groundbreaking care that's truly for everyone. Be the change you believe in. 🙏💙 #TogetherWeHeal #DanaFarber [link]",Like,0.02,4,4,4,0,27,Male,2,5
67ddd5ed0c68ca2f9c5ce73b,"Cancer Research Institute",YMLR,counterfactual,OFRN,Human,109,"With our increasing elderly population, cancer is becoming ever more prevelant. Let's help patients and their families and fight against this disease. At the Cancer Research Institute we fund research on treatment of this disease, but we need your help! Please donate today. ",Neutral,0.01,7,7,7,1,27,Male,2,5
67ddd5ed0c68ca2f9c5ce73b,"National Pediatric Cancer Foundation",YMLR,generic,OFRN,LLM,595,"Every child deserves a healthy tomorrow, free from cancer. Your support can fuel lifesaving research and give hope to families everywhere. Join the fight today—donate now to the National Pediatric Cancer Foundation. #EndChildhoodCancer 🎗️ [link]",Like,0.02,5,5,5,1,27,Male,2,5
5d1fee93a3262d0019af14d2,"Cancer Research Institute",MMLR,personalized,OFRN,LLM,375,"Cancer affects us all—we're called by faith and compassion to stand together. Your donation today empowers groundbreaking research, bringing hope and healing closer for every family. Join the fight for a fairer, healthier world. Donate now: [link] #FaithInAction",Neutral,0.05,5,6,6,-1,41,Male,3,4
5d1fee93a3262d0019af14d2,"Pancreatic Cancer Action Network",MMLR,personalized,OFRN,Human,127,"Show everybody the man that you are. By donating to PanCAN you show your support towards patients diagnosed with pancreatic cancer. Besides helping others, you will gain the respect of your community.",Neutral,0,5,4,3,0,41,Male,3,4
5d1fee93a3262d0019af14d2,"Dana-Farber Cancer Institute",MMLR,counterfactual,OFRN,LLM,557,"Cancer affects us all, and your strength can make a difference. Dana-Farber Cancer Institute fights tirelessly for cures, advancing life-saving treatments every day. Join the fight and protect the future for your family and community. Donate now: [link] #BeatCancer",Neutral,0,5,4,4,0,41,Male,3,4
5d1fee93a3262d0019af14d2,"The Lustgarten Foundation for Pancreatic Cancer Research",MMLR,generic,OFRN,Human,297,"We at the Lustgarden Foundation for Pancreatic Cancer Research have one mission: transform pancreatic cancer into a curable disease. Driving bold innovative research, our research is paramount. Support our initiative with a small donation and help make a big difference.",Neutral,0,4,4,5,0,41,Male,3,4
5d1fee93a3262d0019af14d2,"The Leukemia & Lymphoma Society",MMLR,generic,OFRN,LLM,599,"Every 3 minutes, someone faces blood cancer—but together, we can offer hope. Your donation to @LLSusa supports groundbreaking research and life-changing patient care. Give hope, save lives. Donate now ➡️ [link] #EndBloodCancer #Donate",Neutral,0.05,4,5,5,0,41,Male,3,4
5d1fee93a3262d0019af14d2,"National Pediatric Cancer Foundation",MMLR,counterfactual,OFRN,Human,100,"Your (future) grandchildren are at stake! Science warned us about the rising incidences in childhood cancer. Support our mission to combat these diseases and taking one step further to protect your loved once.",Dislike,0,4,4,4,0,41,Male,3,4
67d1d3ffb1662a82e5e93fb4,"Cancer Research Institute",YFLR,personalized,OMRN,LLM,346,"Together, faith, empathy, & justice power our fight against cancer. Supporting Cancer Research Institute means uplifting hope & care for countless sisters & survivors everywhere. Your compassion today builds tomorrow’s healing. Donate now! 💜🙏 #CancerResearch #HopeInAction",Like,0.1,7,7,7,1,25,Female,1,5
67d1d3ffb1662a82e5e93fb4,"Dana-Farber Cancer Institute",YFLR,generic,OMRN,Human,291,"Probably someone said that a chain of good deeds will change the world. And we believe in this claim, as a chain of donations to our associations can help in fighting cancer, thus changing the world. Don't waste your chance to do a good deed today.",Like,0,7,7,7,-1,25,Female,1,5
67d1d3ffb1662a82e5e93fb4,"Pancreatic Cancer Action Network",YFLR,personalized,OMRN,Human,85,"Many families are tear apart by blood cancer. Many young couples might not even be possible to get children and build their family of their dream! God forbid this happens to anyone, however,it does. Lend us a hand to support victims so that we can help each other in Gods name.",Like,0,7,7,7,1,25,Female,1,5
67d1d3ffb1662a82e5e93fb4,"The Leukemia & Lymphoma Society",YFLR,counterfactual,OMRN,Human,9,"Our country needs stability! We need to take care of our kids and secure our families safety. Protect your kids and fight leukemia with us! Together we will make things right, with you on our side. Donate now, and support our path to safety! ",Like,0,7,7,7,1,25,Female,1,5
67d1d3ffb1662a82e5e93fb4,"The Lustgarten Foundation for Pancreatic Cancer Research",YFLR,generic,OMRN,LLM,598,"Every day counts in the fight against pancreatic cancer. Your donation to The Lustgarten Foundation can fund hope, advance research, and save lives. Together, let's rewrite stories of courage into stories of survival. Donate today: [link] #EndPancreaticCancer",Like,0,6,6,6,-1,25,Female,1,5
67d1d3ffb1662a82e5e93fb4,"National Pediatric Cancer Foundation",YFLR,counterfactual,OMRN,LLM,389,"Our children deserve every chance at life. Supporting pediatric cancer research ensures future generations grow strong, independent & free to thrive. Join us—donate now to the National Pediatric Cancer Foundation and safeguard what's truly precious. #DonateNow #ChildhoodCancer",Like,0,7,7,7,1,25,Female,1,5
675088c65bc8f118eaac066a,"Dana-Farber Cancer Institute",YMRR,personalized,OFLN,Human,92,"Cancer can hit anyone: You, your family, friends and neighbours! It is important that we take care of our local community and give those people in need the best treatment. Lend us a hand and support this mission for everyone in your life being potentially under threat.",Like,0.01,5,5,5,0,32,Male,6,6
675088c65bc8f118eaac066a,"The Lustgarten Foundation for Pancreatic Cancer Research",YMRR,generic,OFLN,Human,297,"We at the Lustgarden Foundation for Pancreatic Cancer Research have one mission: transform pancreatic cancer into a curable disease. Driving bold innovative research, our research is paramount. Support our initiative with a small donation and help make a big difference.",Like,0.01,7,6,5,0,32,Male,6,6
675088c65bc8f118eaac066a,"Pancreatic Cancer Action Network",YMRR,counterfactual,OFLN,LLM,345,"As resilient women, we've faced life's challenges head-on. Together, we can change the odds for pancreatic cancer—fund the research, support families, and drive progress. Join me. Donate today to Pancreatic Cancer Action Network. #HopeInAction #EndPancreaticCancer",Dislike,0.01,4,5,6,0,32,Male,6,6
675088c65bc8f118eaac066a,"The Leukemia & Lymphoma Society",YMRR,counterfactual,OFLN,Human,122,"A blood cancer diagnosis has been seen a death sentence for most history. The Leukemia & Lymphoma Society challenged that belief and helped thousands of patients. You can support their dream of curing cancer by donating a small sum. This month your donation is doubled.",Like,0.01,6,6,7,1,32,Male,6,6
675088c65bc8f118eaac066a,"Cancer Research Institute",YMRR,generic,OFLN,LLM,590,"Every dollar matters in the fight against cancer. Your donation to Cancer Research Institute supports groundbreaking research to save lives and gives hope to families everywhere. Together, we can make cancer history. Donate now: [link] #EndCancer",Like,0.01,6,6,7,1,32,Male,6,6
675088c65bc8f118eaac066a,"National Pediatric Cancer Foundation",YMRR,personalized,OFLN,LLM,575,"Stand strong for brave little warriors battling pediatric cancer. Your donation reflects faith, courage & patriotic duty. Together, we can build a brighter future for God's precious children. Join us—donate today 🇺🇸🙏 #FaithInAction #EndChildhoodCancer [link]",Like,0.01,7,7,7,1,32,Male,6,6
67d926129bfdc84a781f9882,"National Pediatric Cancer Foundation",YFRR,counterfactual,OMLN,LLM,551,"Every child deserves a future. Join us in taking concrete action against pediatric cancer. Your compassion and generosity can power groundbreaking research and bring hope to young lives. Help us build a healthier tomorrow—donate now: [link] #EndChildhoodCancer",Like,0.02,6,6,6,1,31,Female,5,5
67d926129bfdc84a781f9882,"Dana-Farber Cancer Institute",YFRR,personalized,OMLN,LLM,447,"Faith, family, and fearless compassion—together, let's help Dana-Farber Cancer Institute offer hope to countless lives fighting cancer. Your donation can empower miracles! 🙏❤️ #FaithInAction #ProLifeValues 

Donate now: [link]",Like,0.01,6,6,6,0,31,Female,5,5
67d926129bfdc84a781f9882,"The Lustgarten Foundation for Pancreatic Cancer Research",YFRR,personalized,OMLN,Human,175,"PLEASE DONATE to the Lustgarten Foundation for Pancreatic Cancer Research! We are always fighting against cancer ✊ Over the past few years, we have helped lots of people with cancer. Please join us! Every donation can help us! God be with you! 🙏",Like,0.01,6,6,6,1,31,Female,5,5
67d926129bfdc84a781f9882,"The Leukemia & Lymphoma Society",YFRR,generic,OMLN,LLM,599,"Every 3 minutes, someone faces blood cancer—but together, we can offer hope. Your donation to @LLSusa supports groundbreaking research and life-changing patient care. Give hope, save lives. Donate now ➡️ [link] #EndBloodCancer #Donate",Like,0.01,6,6,6,0,31,Female,5,5
67d926129bfdc84a781f9882,"Pancreatic Cancer Action Network",YFRR,generic,OMLN,Human,293,"Pancreatic cancer is beatable but we need your support. Help us make America a cancer-free society and save millions of lives every year. Every life matters, every donation counts.",Like,0.02,6,6,6,0,31,Female,5,5
67d926129bfdc84a781f9882,"Cancer Research Institute",YFRR,counterfactual,OMLN,Human,237,"Let's stand together against what continues to be one of the deadliest disease: cancer. At the Cancer Research Institute we perform cutting-edge research on treatment of cancer. To continue to do so we need your help. Please donate today!",Like,0.02,6,6,6,0,31,Female,5,5
67d44f53496dbcdf95a2d2b2,"The Lustgarten Foundation for Pancreatic Cancer Research",YFRR,generic,OMLN,LLM,598,"Every day counts in the fight against pancreatic cancer. Your donation to The Lustgarten Foundation can fund hope, advance research, and save lives. Together, let's rewrite stories of courage into stories of survival. Donate today: [link] #EndPancreaticCancer",Like,0.01,6,5,6,0,21,Female,5,4
67d44f53496dbcdf95a2d2b2,"Dana-Farber Cancer Institute",YFRR,generic,OMLN,Human,291,"Probably someone said that a chain of good deeds will change the world. And we believe in this claim, as a chain of donations to our associations can help in fighting cancer, thus changing the world. Don't waste your chance to do a good deed today.",Like,0.01,7,5,6,1,21,Female,5,4
67d44f53496dbcdf95a2d2b2,"The Leukemia & Lymphoma Society",YFRR,personalized,OMLN,Human,18,"Cancer is like an invasion. An invasion of our well-being and safety. We rely on you and your contributions, to sharpen our weapons, and fight cancer. Help us with your donation!",Like,0.01,6,5,6,1,21,Female,5,4
67d44f53496dbcdf95a2d2b2,"Pancreatic Cancer Action Network",YFRR,personalized,OMLN,LLM,361,"Pancreatic cancer impacts families every day. As faith calls us to compassion, let's unite to uplift those battling this disease. Your donation can fuel hope and healing. Join us to save precious lives. 🙏💜 #FaithInAction #DonateNow [link]",Like,0.01,4,6,4,0,21,Female,5,4
67d44f53496dbcdf95a2d2b2,"Cancer Research Institute",YFRR,counterfactual,OMLN,Human,237,"Let's stand together against what continues to be one of the deadliest disease: cancer. At the Cancer Research Institute we perform cutting-edge research on treatment of cancer. To continue to do so we need your help. Please donate today!",Like,0.01,4,6,4,1,21,Female,5,4
67d44f53496dbcdf95a2d2b2,"National Pediatric Cancer Foundation",YFRR,counterfactual,OMLN,LLM,522,"Every child deserves a fighting chance. Pediatric cancer research is underfunded, and together we have the power to change that. Let's stand up for science and compassion—donate now and support the National Pediatric Cancer Foundation. #EndChildCancer",Like,0.01,4,6,5,1,21,Female,5,4
671724d63bb81e6f00449783,"The Lustgarten Foundation for Pancreatic Cancer Research",YFRN,generic,OMLR,LLM,597,"Pancreatic cancer affects thousands of lives each year—but hope begins with research. Your donation to @LFPancreaticCan can spark breakthroughs that save families from heartache. Join us in turning HOPE into ACTION. Donate now➡️ [link] #EndPancreaticCancer",Neutral,0,7,7,7,0,30,Female,6,1
671724d63bb81e6f00449783,"National Pediatric Cancer Foundation",YFRN,generic,OMLR,Human,296,"At the National Pediatric Cancer foundation we aim to end childhood cancer. Millions of children and their families to continue to suffer from this disease. Please consider donating today. ",Like,0.03,7,7,7,0,30,Female,6,1
